last_name,first_name,email,teacher_code,faculty,department,address,phone,note
Dao Van,Hau,Cindy_Wang@hcmut.edu.vn,1940776,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,381-320-6003,
Vo Ngoc,Son,Heather_Stuart@hcmut.edu.vn,1940777,Game development,FCE,Cau Giay Ha Noi Viet Nam,838-106-1974,
Dao Van,Thang,Scott_Barry@hcmut.edu.vn,1940778,Web development,CHE,Cau Giay Ha Noi Viet Nam,488-656-3469,
Le Huu,Tham,Ernest_Morales@hcmut.edu.vn,1940779,Web development,CHE,Cau Giay Ha Noi Viet Nam,793-785-9150,
Dao Dinh,Huy,Chelsea_Smith@hcmut.edu.vn,1940780,System engineer,FME,Cau Giay Ha Noi Viet Nam,673-026-4637,
Vo Ngoc,Thien,Bruce_Morgan@hcmut.edu.vn,1940781,Web development,CHE,Cau Giay Ha Noi Viet Nam,336-623-3203,
Bui Quang,Ngoc,Mr._Henry_Richardson_II@hcmut.edu.vn,1940782,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,904-787-6097,
Trinh Van,Son,Michael_Soto@hcmut.edu.vn,1940783,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,587-243-9551,
Le Huu,Linh,Audrey_Lynch@hcmut.edu.vn,1940784,System engineer,FCE,Cau Giay Ha Noi Viet Nam,385-346-4684,
Tran Van,Tham,Anthony_Hicks@hcmut.edu.vn,1940785,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,477-462-0138,
Dao Dinh,Ngoc,Robyn_Cummings@hcmut.edu.vn,1940786,Web development,SIM,Cau Giay Ha Noi Viet Nam,611-587-7212,
Vo Que,Quy,Karen_Rogers@hcmut.edu.vn,1940787,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,549-114-0155,
Vu Van,Ngoc,Jonathon_Smith@hcmut.edu.vn,1940788,Game development,SIM,Cau Giay Ha Noi Viet Nam,416-340-1389,
Vo Ngoc,Thanh,Melissa_Levy@hcmut.edu.vn,1940789,System engineer,CHE,Cau Giay Ha Noi Viet Nam,292-030-1889,
Trinh Van,Thanh,Stephanie_Sanchez@hcmut.edu.vn,1940790,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,246-507-0828,
Duong,Hau,Ashley_York@hcmut.edu.vn,1940791,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,908-104-6317,
Le Huu,Huy,Kevin_Russell@hcmut.edu.vn,1940792,Web development,CHE,Cau Giay Ha Noi Viet Nam,134-183-5025,
Dao Dinh,Thanh,Timothy_Mcdonald@hcmut.edu.vn,1940793,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,878-238-1574,
Vo Ngoc,Hau,Marvin_Mccullough@hcmut.edu.vn,1940794,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,783-628-3903,
Trinh Van,Hai,Crystal_Booth@hcmut.edu.vn,1940795,Web development,FME,Cau Giay Ha Noi Viet Nam,940-217-3906,
Nguyen Duc,Thien,Eric_Elliott@hcmut.edu.vn,1940796,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,569-556-3682,
Trinh Van,Duy,Stacey_Carter@hcmut.edu.vn,1940797,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,569-353-6817,
Le Huu,Quy,Loretta_Walters@hcmut.edu.vn,1940798,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,478-030-4639,
Le Huu,Hau,Stacey_Myers@hcmut.edu.vn,1940799,System engineer,FTE,Cau Giay Ha Noi Viet Nam,965-082-8712,
Vo Que,Ngoc,Nicole_Shelton@hcmut.edu.vn,1940800,System engineer,SIM,Cau Giay Ha Noi Viet Nam,829-477-4998,
Vo Que,Ngoc,Tracy_Meza@hcmut.edu.vn,1940801,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,607-313-9495,
Bui Quang,Quy,Alexander_Blair@hcmut.edu.vn,1940802,UI-UX,FME,Cau Giay Ha Noi Viet Nam,431-301-0263,
Trinh Van,Tham,Timothy_Perkins@hcmut.edu.vn,1940803,Data engineer,FME,Cau Giay Ha Noi Viet Nam,831-221-3780,
Bui Quang,Ngoc,Judith_Burke@hcmut.edu.vn,1940804,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,434-832-8667,
Dao Van,Son,Daniel_Mcdonald@hcmut.edu.vn,1940805,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,163-831-7149,
Dao Dinh,Huy,Rachel_Stevenson@hcmut.edu.vn,1940806,Game development,FTE,Cau Giay Ha Noi Viet Nam,878-101-7420,
Le Van,Hao,Diana_Riley@hcmut.edu.vn,1940807,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,262-753-6036,
Le Huu,Hau,Tonya_Russell@hcmut.edu.vn,1940808,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,814-768-1113,
Vu Van,Hai,Raymond_Howard@hcmut.edu.vn,1940809,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,368-212-8436,
Vu Van,Thang,Emily_Lucas@hcmut.edu.vn,1940810,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,875-424-7434,
Duong,Huy,Jasmine_Murphy@hcmut.edu.vn,1940811,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,275-262-6745,
Le Van,Tham,Jason_Ford@hcmut.edu.vn,1940812,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,639-312-9460,
Le Van,Quy,Kim_Hobbs@hcmut.edu.vn,1940813,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,968-611-2937,
Vo Que,Hau,Annette_Aguirre@hcmut.edu.vn,1940814,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,329-582-2022,
Bui Quang,Hao,Kevin_Silva@hcmut.edu.vn,1940815,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,935-321-8801,
Vu Van,Thanh,Patrick_Austin@hcmut.edu.vn,1940816,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,182-151-4839,
Dao Van,Son,Jessica_Goodman_MD@hcmut.edu.vn,1940817,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,181-881-8698,
Trinh Van,Hao,Elizabeth_Taylor@hcmut.edu.vn,1940818,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,645-302-8140,
Vo Ngoc,Thanh,Brian_Solis@hcmut.edu.vn,1940819,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,413-536-2006,
Vo Que,Linh,Timothy_Martinez@hcmut.edu.vn,1940820,Game development,FCE,Cau Giay Ha Noi Viet Nam,314-018-7196,
Dao Dinh,Hau,Angela_Ruiz@hcmut.edu.vn,1940821,Web development,FME,Cau Giay Ha Noi Viet Nam,395-885-8267,
Nguyen Duc,Thang,Justin_Moore@hcmut.edu.vn,1940822,Game development,FCE,Cau Giay Ha Noi Viet Nam,798-784-1927,
Dao Van,Quy,Stephanie_Greene@hcmut.edu.vn,1940823,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,467-450-2472,
Dao Dinh,Thang,Molly_Mcbride@hcmut.edu.vn,1940824,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,192-422-4119,
Vu Van,Tham,Julie_Hill@hcmut.edu.vn,1940825,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,797-253-9381,
Duong,Quy,Taylor_Decker@hcmut.edu.vn,1940826,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,963-500-8224,
Bui Quang,Huy,Anna_Cunningham@hcmut.edu.vn,1940827,Web development,FCE,Cau Giay Ha Noi Viet Nam,399-162-1971,
Nguyen Van,Hau,Sandra_Roberts@hcmut.edu.vn,1940828,System engineer,FCE,Cau Giay Ha Noi Viet Nam,990-175-4459,
Trinh Van,Tham,Veronica_Ibarra@hcmut.edu.vn,1940829,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,639-285-3078,
Vo Ngoc,Hai,Robert_Perez@hcmut.edu.vn,1940830,Web development,FCE,Cau Giay Ha Noi Viet Nam,203-125-3769,
Le Van,Hau,Patricia_Holmes@hcmut.edu.vn,1940831,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,124-472-3205,
Trinh Van,Tham,Tom_Mayo@hcmut.edu.vn,1940832,Web development,CSE,Cau Giay Ha Noi Viet Nam,685-260-5567,
Vu Van,Quy,Julie_Fleming@hcmut.edu.vn,1940833,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,490-433-2612,
Bui Quang,Ngoc,Sonya_Palmer@hcmut.edu.vn,1940834,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,217-027-8684,
Dao Van,Thien,Alexis_Richardson@hcmut.edu.vn,1940835,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,634-070-9875,
Vo Que,Son,Deborah_Newman@hcmut.edu.vn,1940836,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,962-311-5237,
Nguyen Duc,Hau,Leslie_Davis@hcmut.edu.vn,1940837,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,278-210-9273,
Trinh Van,Thang,William_Lawrence@hcmut.edu.vn,1940838,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,983-555-0179,
Duong,Tham,Cassandra_Crane@hcmut.edu.vn,1940839,System engineer,CHE,Cau Giay Ha Noi Viet Nam,333-774-3992,
Vu Van,Quy,Cassandra_Lam@hcmut.edu.vn,1940840,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,932-343-7658,
Tran Van,Thien,Brandy_Jordan@hcmut.edu.vn,1940841,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,630-745-5579,
Bui Quang,Hai,Dawn_Rivas@hcmut.edu.vn,1940842,Web development,CSE,Cau Giay Ha Noi Viet Nam,437-056-0825,
Tran Van,Thang,Jordan_Mullen@hcmut.edu.vn,1940843,Game development,CSE,Cau Giay Ha Noi Viet Nam,635-410-2626,
Le Huu,Thang,Marilyn_Carrillo@hcmut.edu.vn,1940844,UI-UX,FME,Cau Giay Ha Noi Viet Nam,531-330-8312,
Vo Ngoc,Hai,Joseph_Davis@hcmut.edu.vn,1940845,Data engineer,FME,Cau Giay Ha Noi Viet Nam,659-372-4880,
Bui Quang,Thanh,Jeffrey_Keith@hcmut.edu.vn,1940846,Web development,CSE,Cau Giay Ha Noi Viet Nam,883-687-3638,
Dao Van,Ngoc,Christine_Hampton@hcmut.edu.vn,1940847,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,696-061-8468,
Vo Que,Hau,Kent_Russell@hcmut.edu.vn,1940848,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,787-002-7583,
Bui Quang,Hau,Austin_Olson@hcmut.edu.vn,1940849,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,847-584-6419,
Vu Van,Thien,Jorge_Bruce@hcmut.edu.vn,1940850,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,297-485-2002,
Trinh Van,Duy,Sherry_Carney@hcmut.edu.vn,1940851,Game development,FCE,Cau Giay Ha Noi Viet Nam,369-630-5543,
Tran Van,Quy,Laurie_Martin@hcmut.edu.vn,1940852,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,528-307-8229,
Nguyen Van,Huy,Robert_Walker@hcmut.edu.vn,1940853,Web development,SIM,Cau Giay Ha Noi Viet Nam,279-222-1322,
Dao Van,Son,Jasmin_Davis@hcmut.edu.vn,1940854,Game development,FTE,Cau Giay Ha Noi Viet Nam,605-315-4950,
Dao Van,Huy,Matthew_Rubio@hcmut.edu.vn,1940855,Game development,D-DT,Cau Giay Ha Noi Viet Nam,879-343-2569,
Nguyen Van,Hao,Veronica_Brown@hcmut.edu.vn,1940856,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,391-862-5275,
Bui Quang,Ngoc,Jacob_Case@hcmut.edu.vn,1940857,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,278-432-0505,
Duong,Son,Courtney_Schmidt@hcmut.edu.vn,1940858,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,317-805-5272,
Dao Van,Thang,Elizabeth_Banks@hcmut.edu.vn,1940859,Web development,FTE,Cau Giay Ha Noi Viet Nam,143-875-8925,
Dao Dinh,Tham,Amber_Oneal@hcmut.edu.vn,1940860,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,769-041-4009,
Trinh Van,Son,Timothy_Garrett@hcmut.edu.vn,1940861,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,658-176-1322,
Nguyen Van,Thang,Jared_Washington@hcmut.edu.vn,1940862,Game development,SIM,Cau Giay Ha Noi Viet Nam,213-377-9423,
Dao Van,Hai,Jeremy_Young@hcmut.edu.vn,1940863,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,909-231-9846,
Nguyen Duc,Duy,Bobby_Stevens@hcmut.edu.vn,1940864,Game development,FCE,Cau Giay Ha Noi Viet Nam,802-072-0875,
Nguyen Duc,Ngoc,Danielle_Jones@hcmut.edu.vn,1940865,System engineer,SIM,Cau Giay Ha Noi Viet Nam,125-663-6295,
Dao Dinh,Hai,Tyler_Shelton@hcmut.edu.vn,1940866,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,689-165-8590,
Nguyen Duc,Hau,Michael_Hill@hcmut.edu.vn,1940867,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,434-440-0235,
Vu Van,Quy,Michael_Jackson_IV@hcmut.edu.vn,1940868,System engineer,SIM,Cau Giay Ha Noi Viet Nam,231-122-3283,
Vo Ngoc,Hau,Jill_Nelson@hcmut.edu.vn,1940869,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,310-677-7021,
Vu Van,Thien,Bobby_Taylor@hcmut.edu.vn,1940870,System engineer,CHE,Cau Giay Ha Noi Viet Nam,659-008-3939,
Bui Quang,Ngoc,Jamie_Garrett_PhD@hcmut.edu.vn,1940871,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,845-442-4875,
Vu Van,Hao,Erica_Kline@hcmut.edu.vn,1940872,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,148-316-2780,
Vu Van,Quy,Amanda_Bautista_MD@hcmut.edu.vn,1940873,Game development,CSE,Cau Giay Ha Noi Viet Nam,877-760-9802,
Bui Quang,Hau,Walter_Avery@hcmut.edu.vn,1940874,Game development,CSE,Cau Giay Ha Noi Viet Nam,584-184-3332,
Trinh Van,Hai,Daniel_Russell@hcmut.edu.vn,1940875,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,714-100-3081,
Dao Van,Duy,Elizabeth_Rios@hcmut.edu.vn,1940876,Data engineer,CSE,Cau Giay Ha Noi Viet Nam,519-407-3646,
Dao Van,Thien,Janet_Bailey@hcmut.edu.vn,1940877,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,661-723-4806,
Dao Van,Linh,Helen_Gilbert@hcmut.edu.vn,1940878,Web development,FCE,Cau Giay Ha Noi Viet Nam,752-103-3106,
Nguyen Van,Hai,Heather_West@hcmut.edu.vn,1940879,System engineer,FCE,Cau Giay Ha Noi Viet Nam,461-535-6537,
Bui Quang,Son,Joseph_Jones@hcmut.edu.vn,1940880,Game development,FTE,Cau Giay Ha Noi Viet Nam,232-845-3001,
Duong,Hai,Andrew_Peters@hcmut.edu.vn,1940881,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,861-602-3201,
Dao Dinh,Hao,Joe_Carlson@hcmut.edu.vn,1940882,Game development,FTE,Cau Giay Ha Noi Viet Nam,386-333-8151,
Tran Van,Thang,Brian_Reed@hcmut.edu.vn,1940883,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,280-340-3768,
Dao Van,Linh,Nicholas_Elliott@hcmut.edu.vn,1940884,Game development,D-DT,Cau Giay Ha Noi Viet Nam,846-078-6283,
Dao Dinh,Thien,Joseph_Roberts@hcmut.edu.vn,1940885,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,245-425-6890,
Nguyen Duc,Thang,Larry_Harvey@hcmut.edu.vn,1940886,UI-UX,FME,Cau Giay Ha Noi Viet Nam,968-127-2966,
Vo Que,Hai,Alex_Smith@hcmut.edu.vn,1940887,Web development,FCE,Cau Giay Ha Noi Viet Nam,397-052-3501,
Le Huu,Tham,Christopher_Lee@hcmut.edu.vn,1940888,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,330-126-6775,
Tran Van,Quy,Kimberly_Cameron@hcmut.edu.vn,1940889,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,699-166-3216,
Vu Van,Duy,Jeffery_Miller@hcmut.edu.vn,1940890,System engineer,SIM,Cau Giay Ha Noi Viet Nam,285-575-0636,
Le Van,Quy,Laura_Cunningham@hcmut.edu.vn,1940891,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,697-402-8602,
Bui Quang,Son,Darin_Clark@hcmut.edu.vn,1940892,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,521-115-8722,
Vu Van,Hai,Christopher_Henderson@hcmut.edu.vn,1940893,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,135-368-4727,
Vu Van,Linh,Joe_Estrada@hcmut.edu.vn,1940894,Data engineer,CSE,Cau Giay Ha Noi Viet Nam,837-077-4588,
Bui Quang,Son,Benjamin_Jones@hcmut.edu.vn,1940895,Web development,CHE,Cau Giay Ha Noi Viet Nam,684-034-6456,
Le Van,Thanh,Valerie_Kelly@hcmut.edu.vn,1940896,System engineer,CHE,Cau Giay Ha Noi Viet Nam,202-574-8772,
Vo Que,Ngoc,Jennifer_Jones_DDS@hcmut.edu.vn,1940897,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,857-151-8528,
Duong,Thien,Joseph_Santiago@hcmut.edu.vn,1940898,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,579-108-8090,
Dao Dinh,Hao,Jennifer_Richards@hcmut.edu.vn,1940899,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,125-170-7807,
Vo Que,Thang,Greg_Ponce@hcmut.edu.vn,1940900,Web development,CSE,Cau Giay Ha Noi Viet Nam,598-155-3822,
Dao Dinh,Tham,Joel_Burke@hcmut.edu.vn,1940901,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,278-310-2318,
Le Huu,Hau,Holly_Baxter@hcmut.edu.vn,1940902,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,363-876-7254,
Le Van,Huy,Candice_Dyer@hcmut.edu.vn,1940903,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,772-068-4597,
Dao Van,Thien,John_Romero@hcmut.edu.vn,1940904,Game development,FCE,Cau Giay Ha Noi Viet Nam,142-164-0151,
Nguyen Van,Hai,Jeffrey_Martin@hcmut.edu.vn,1940905,Game development,CHE,Cau Giay Ha Noi Viet Nam,868-172-2983,
Vo Que,Hao,Charles_Rangel@hcmut.edu.vn,1940906,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,886-708-8611,
Tran Van,Hau,Sarah_Long@hcmut.edu.vn,1940907,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,682-684-5311,
Vo Ngoc,Huy,Zachary_Ortiz@hcmut.edu.vn,1940908,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,584-878-4538,
Le Van,Hau,Roy_Edwards@hcmut.edu.vn,1940909,Game development,CHE,Cau Giay Ha Noi Viet Nam,399-414-3661,
Bui Quang,Ngoc,Jeremy_Martin@hcmut.edu.vn,1940910,Web development,CSE,Cau Giay Ha Noi Viet Nam,828-203-0857,
Tran Van,Thang,Stephen_Smith@hcmut.edu.vn,1940911,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,951-243-9504,
Trinh Van,Linh,Kristin_Short@hcmut.edu.vn,1940912,Web development,CSE,Cau Giay Ha Noi Viet Nam,630-673-8334,
Le Huu,Thien,Tracy_Cooper@hcmut.edu.vn,1940913,Web development,CHE,Cau Giay Ha Noi Viet Nam,528-550-8726,
Vo Que,Quy,Michael_Houston@hcmut.edu.vn,1940914,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,668-460-8819,
Tran Van,Tham,Kevin_Guzman@hcmut.edu.vn,1940915,System engineer,CHE,Cau Giay Ha Noi Viet Nam,993-377-3704,
Trinh Van,Thien,Dawn_Odonnell@hcmut.edu.vn,1940916,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,233-280-1520,
Bui Quang,Hai,Mr._Brandon_Powell_PhD@hcmut.edu.vn,1940917,Web development,FTE,Cau Giay Ha Noi Viet Nam,230-462-0831,
Vo Ngoc,Son,Elizabeth_Scott@hcmut.edu.vn,1940918,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,768-671-5459,
Vo Ngoc,Duy,Tara_Taylor@hcmut.edu.vn,1940919,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,406-672-1819,
Bui Quang,Tham,Christopher_White@hcmut.edu.vn,1940920,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,415-774-5913,
Nguyen Duc,Thang,Michael_Green@hcmut.edu.vn,1940921,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,751-331-9992,
Le Huu,Linh,Angela_Berg@hcmut.edu.vn,1940922,Web development,SIM,Cau Giay Ha Noi Viet Nam,297-267-4292,
Duong,Thanh,Wanda_Ortiz@hcmut.edu.vn,1940923,System engineer,FME,Cau Giay Ha Noi Viet Nam,887-825-9945,
Dao Van,Ngoc,Melissa_Perez@hcmut.edu.vn,1940924,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,348-146-0080,
Bui Quang,Hao,Mary_Humphrey@hcmut.edu.vn,1940925,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,771-524-7827,
Bui Quang,Thien,Zachary_Parsons@hcmut.edu.vn,1940926,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,606-840-7786,
Tran Van,Hau,Kristine_Hurst@hcmut.edu.vn,1940927,Game development,D-DT,Cau Giay Ha Noi Viet Nam,740-671-4592,
Bui Quang,Huy,Kristin_Boyd@hcmut.edu.vn,1940928,Game development,FME,Cau Giay Ha Noi Viet Nam,879-262-8180,
Trinh Van,Tham,Roger_Thompson@hcmut.edu.vn,1940929,Web development,FTE,Cau Giay Ha Noi Viet Nam,565-216-6223,
Bui Quang,Hau,Lindsay_Simpson@hcmut.edu.vn,1940930,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,541-412-1893,
Dao Van,Ngoc,Kristy_Heath@hcmut.edu.vn,1940931,Web development,D-DT,Cau Giay Ha Noi Viet Nam,490-012-9775,
Duong,Duy,Jessica_Smith@hcmut.edu.vn,1940932,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,406-333-8277,
Vo Que,Hai,Barbara_Cochran@hcmut.edu.vn,1940933,Web development,CSE,Cau Giay Ha Noi Viet Nam,371-660-2104,
Tran Van,Linh,Patricia_Richardson@hcmut.edu.vn,1940934,Game development,FCE,Cau Giay Ha Noi Viet Nam,939-513-7224,
Tran Van,Hau,Brett_Rich_DDS@hcmut.edu.vn,1940935,Game development,CSE,Cau Giay Ha Noi Viet Nam,179-241-1772,
Vu Van,Hau,Brittany_Simmons@hcmut.edu.vn,1940936,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,942-503-4144,
Duong,Thien,William_Spencer@hcmut.edu.vn,1940937,Game development,CHE,Cau Giay Ha Noi Viet Nam,690-458-4470,
Tran Van,Thang,Alex_Lopez@hcmut.edu.vn,1940938,Web development,CSE,Cau Giay Ha Noi Viet Nam,135-141-4054,
Dao Dinh,Quy,Justin_Macias@hcmut.edu.vn,1940939,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,954-558-9577,
Vu Van,Thang,Andrea_Robinson@hcmut.edu.vn,1940940,UI-UX,FME,Cau Giay Ha Noi Viet Nam,641-176-4690,
Nguyen Duc,Thanh,Kimberly_Gonzalez@hcmut.edu.vn,1940941,Web development,CHE,Cau Giay Ha Noi Viet Nam,856-654-5185,
Nguyen Van,Thien,Karen_Johnson@hcmut.edu.vn,1940942,System engineer,CHE,Cau Giay Ha Noi Viet Nam,106-031-4325,
Nguyen Duc,Quy,Jeremy_Johnson@hcmut.edu.vn,1940943,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,225-546-1043,
Nguyen Van,Quy,Jeremy_Burgess@hcmut.edu.vn,1940944,Web development,CHE,Cau Giay Ha Noi Viet Nam,219-225-7051,
Vo Que,Quy,Catherine_Spence@hcmut.edu.vn,1940945,Data engineer,FME,Cau Giay Ha Noi Viet Nam,880-688-8086,
Bui Quang,Son,Donald_Carlson@hcmut.edu.vn,1940946,Game development,FME,Cau Giay Ha Noi Viet Nam,937-232-8162,
Tran Van,Ngoc,Nicole_Black@hcmut.edu.vn,1940947,Web development,CHE,Cau Giay Ha Noi Viet Nam,191-505-3918,
Dao Dinh,Thanh,Samuel_Henry@hcmut.edu.vn,1940948,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,166-106-7002,
Duong,Duy,Larry_Andrews@hcmut.edu.vn,1940949,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,969-714-3498,
Tran Van,Huy,Michael_Robinson@hcmut.edu.vn,1940950,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,759-127-5125,
Dao Van,Quy,Chad_Davis@hcmut.edu.vn,1940951,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,833-455-4596,
Nguyen Van,Thien,Kimberly_Hardy@hcmut.edu.vn,1940952,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,231-872-4951,
Vo Que,Thang,Kenneth_Irwin@hcmut.edu.vn,1940953,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,902-053-1262,
Bui Quang,Tham,Adam_Nguyen@hcmut.edu.vn,1940954,System engineer,FTE,Cau Giay Ha Noi Viet Nam,835-166-9740,
Nguyen Duc,Tham,Madeline_Beard@hcmut.edu.vn,1940955,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,466-027-7646,
Nguyen Duc,Son,Sherri_Turner@hcmut.edu.vn,1940956,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,901-215-9919,
Vo Que,Huy,Christopher_Myers@hcmut.edu.vn,1940957,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,948-821-5259,
Nguyen Duc,Ngoc,Kimberly_Ramirez@hcmut.edu.vn,1940958,Game development,FTE,Cau Giay Ha Noi Viet Nam,177-521-4789,
Trinh Van,Son,Tammy_Morgan@hcmut.edu.vn,1940959,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,973-581-9113,
Trinh Van,Duy,Shelly_Patton@hcmut.edu.vn,1940960,System engineer,FTE,Cau Giay Ha Noi Viet Nam,253-167-6099,
Le Huu,Huy,Stephanie_Davis@hcmut.edu.vn,1940961,Web development,FTE,Cau Giay Ha Noi Viet Nam,232-107-9142,
Duong,Quy,Brian_Pena@hcmut.edu.vn,1940962,System engineer,CSE,Cau Giay Ha Noi Viet Nam,943-132-8884,
Le Van,Thang,Mary_Washington@hcmut.edu.vn,1940963,Web development,FCE,Cau Giay Ha Noi Viet Nam,570-217-7326,
Nguyen Duc,Hai,Robert_Mcbride@hcmut.edu.vn,1940964,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,897-854-3082,
Bui Quang,Tham,Kimberly_Delacruz@hcmut.edu.vn,1940965,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,292-527-0591,
Dao Dinh,Quy,Mary_Roberts@hcmut.edu.vn,1940966,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,650-525-2820,
Le Huu,Thien,Joseph_Patel@hcmut.edu.vn,1940967,Data engineer,CSE,Cau Giay Ha Noi Viet Nam,680-044-5685,
Nguyen Duc,Duy,Andrew_Brandt@hcmut.edu.vn,1940968,Web development,CHE,Cau Giay Ha Noi Viet Nam,253-152-4093,
